id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365
449680	Artfully Decorated 2 Bedroom Apt	1812871	Karen	Bronx	Longwood	40.81611	-73.89909	Entire home/apt	100	5	82	15/12/2018	0.96	1	63
450009	Lavender Joy Room in Duplex!	2219255	Natalie	Brooklyn	Canarsie	40.62897	-73.90334	Private room	39	5	105	09/06/2019	1.21	3	34
450577	1 bdrm brownstone-west 70's-1 block Central Park	2237267	Marjorie	Manhattan	Upper West Side	40.77555	-73.9767	Entire home/apt	250	3	73	07/06/2019	0.84	1	284
450578	Serene Room...	9647066	Maria Luiza	Brooklyn	Sunset Park	40.6397	-74.0162	Private room	55	7	28	12/05/2019	0.32	2	333
450905	Master Bedroom / ParkSlope Brooklyn	2228665	Martha	Brooklyn	Park Slope	40.67267	-73.98348	Private room	110	2	0			1	0
452068	Spacious 4 bedroom house, New York	2246071	Tamara	Brooklyn	Kensington	40.64205	-73.97173	Entire home/apt	200	1	3	16/08/2015	0.06	1	0
452541	Brooklyn Apartment Windsor Terrace	2248545	Helen	Brooklyn	Windsor Terrace	40.66034	-73.9829	Entire home/apt	142	3	120	01/07/2019	1.4	1	222
453094	Bedroom with Garden at the Back	137814	Waldemar	Brooklyn	Clinton Hill	40.68699	-73.9635	Private room	70	2	339	23/06/2019	3.88	3	333
453161	Family friendly, sunny new condo in McCarren Park	2107905	Laura	Brooklyn	Greenpoint	40.72183	-73.94908	Entire home/apt	260	2	7	23/06/2018	0.09	1	0
453255	Exciting Lower East Side, Loft Life	2252261	Stephanie	Manhattan	Lower East Side	40.71986	-73.9869	Entire home/apt	225	4	13	29/04/2019	0.15	1	195
453317	Large Room w/ Private Entrance	1530310	Jacques	Brooklyn	Bedford-Stuyvesant	40.68881	-73.95405	Private room	59	21	6	01/11/2013	0.07	3	0
454334	Private spacious studio available	2257289	Toni	Manhattan	Harlem	40.81669	-73.94267	Private room	65	1	3	31/12/2014	0.03	1	0
454763	For Cat-Lovers ONLY	2259061	Felo	Manhattan	Inwood	40.86717	-73.9194	Entire home/apt	99	20	11	16/08/2018	0.18	1	249
454929	UNION SQUARE❤️PENTHOUSE 2FL+TERRACE❤️EAST VIllAGE	1385575	Alex	Manhattan	East Village	40.72981	-73.98318	Entire home/apt	239	2	67	02/07/2019	1.33	1	78
455734	Sunny, spacious 1-bedroom in Upper Manhattan	2265389	Laura	Manhattan	Inwood	40.86929	-73.92421	Entire home/apt	50	2	123	02/07/2019	1.47	1	21
455801	Hello! Cozy-Singles NYC- Upper Manhattan- Harlem!!	2265770	Jeanine	Manhattan	Harlem	40.80533	-73.95204	Private room	65	4	109	19/09/2018	1.25	3	0
456110	Beautiful One Bedroom in Chelsea	2267508	Daniel	Manhattan	Chelsea	40.7476	-73.99698	Entire home/apt	139	4	23	04/10/2015	0.27	1	0
456190	West Village Loft, 1st floor	2267864	Gary	Manhattan	West Village	40.73357	-74.00723	Entire home/apt	174	2	269	29/06/2019	3.15	2	167
456457	West Village Gem - 2BR	1594083	David	Manhattan	West Village	40.73204	-74.00189	Entire home/apt	315	3	7	29/08/2016	0.08	1	0
456526	Central Harlem Comfy Bedroom with Private Bath	2270183	Kaye	Manhattan	Harlem	40.81713	-73.94217	Private room	75	3	36	23/06/2019	1.76	1	47
457829	Beautiful apartment in the heart of The Village	2275829	Lorena	Manhattan	East Village	40.72917	-73.98811	Entire home/apt	210	1	178	01/07/2019	2.06	1	0
458154	Cozy private room, williamsburg NYC	2268393	Javier & Jorge	Brooklyn	Williamsburg	40.7061	-73.94531	Private room	55	4	132	10/06/2019	1.51	2	195
458377	Bright Spacious 2 Bedroom/5 Room - wRoof Deck	346366	Sarah	Brooklyn	Williamsburg	40.70147	-73.94378	Entire home/apt	229	3	12	28/05/2019	0.15	1	319
459066	******AMAZING DEAL IN NYC*****	2282355	Ivana	Manhattan	Upper East Side	40.76719	-73.95303	Entire home/apt	150	2	23	01/01/2019	0.27	1	0
460036	Great DEAL Gramercy 1 BDROOM /2beds	2287727	Jan	Manhattan	Kips Bay	40.74134	-73.98113	Entire home/apt	129	2	47	08/06/2019	0.55	1	177
460999	Beautiful duplex apt in Harlem	128890	Sara	Manhattan	Harlem	40.8162	-73.94747	Entire home/apt	100	8	8	28/03/2019	0.11	1	0
461050	Perfect Bedford L Williamsburg Location!	2286224	Sarah	Brooklyn	Williamsburg	40.71613	-73.95837	Entire home/apt	200	3	17	12/05/2016	0.2	1	67
462454	Beautiful Lower East Side Apt! Women only.	2298239	Sunserae	Manhattan	Lower East Side	40.71746	-73.98782	Private room	89	5	4	24/03/2018	0.06	1	0
463107	Historic 3 Bedroom Eastern Parkway	2301624	Miryam	Brooklyn	Crown Heights	40.66933	-73.93798	Entire home/apt	250	90	19	16/12/2018	0.22	1	311
464231	Large Room w/ Private Entrance	1530310	Jacques	Brooklyn	Bedford-Stuyvesant	40.68905	-73.9541	Private room	65	7	2	29/05/2012	0.02	3	0
465277	Sunny plant-filled apartment with 2 balconies	2065453	Ora & Scout	Brooklyn	Crown Heights	40.67615	-73.95441	Entire home/apt	68	2	35	01/01/2018	0.54	3	0
466277	W'burg 2 bedroom w/ yard & laundry, 5 mins to L	815977	Ryan	Brooklyn	Williamsburg	40.7111	-73.94643	Entire home/apt	235	3	108	02/07/2019	1.25	2	144
466457	Bright, Bedstuy Gem	2316542	Nicole Lavonne	Brooklyn	Bedford-Stuyvesant	40.68944	-73.9376	Entire home/apt	100	3	182	01/07/2019	2.15	1	220
467569	Curated 1BR on the prettiest block of the LES	282315	Rj	Manhattan	Lower East Side	40.72106	-73.98384	Entire home/apt	311	3	31	11/06/2019	0.41	1	28
467634	yahmanscrashpads	2321321	Lloyd	Queens	Jamaica	40.67747	-73.76493	Shared room	39	1	454	18/06/2019	5.27	1	353
467866	Our NY home, Greenwich Village apt	2321870	David	Manhattan	West Village	40.73123	-74.00591	Private room	100	2	199	05/07/2019	2.3	1	19
468613	$ (Phone number hidden by Airbnb) weeks - room f	2325861	Cynthia	Manhattan	Lower East Side	40.72152	-73.99279	Private room	1300	1	0			1	0
470090	Studio Apt. Lower East - Manhattan	2332430	Murch	Manhattan	Lower East Side	40.72147	-73.99208	Entire home/apt	210	1	230	01/07/2019	2.65	1	319
470370	PRIVATE ROOM NEW YORK	2120259	Sue	Brooklyn	Crown Heights	40.66604	-73.95086	Private room	55	4	101	24/06/2019	1.19	4	170
470498	*Unique Master BR in Battery Park!*	2334269	Filip	Manhattan	Battery Park City	40.71012	-74.01504	Private room	65	2	8	22/12/2015	0.13	1	0
470709	Spacious sunny LOFT - best location	2335775	Diana	Brooklyn	Williamsburg	40.71856	-73.95166	Entire home/apt	165	30	154	12/12/2018	1.87	1	157
471712	Beautiful Sunny Apartment in South Harlem	1274269	Aram	Manhattan	Morningside Heights	40.80661	-73.9576	Private room	89	28	69	26/05/2019	0.81	1	80
471758	TriBeCa Amazing River View Loft 3BR	2339722	Francesca	Manhattan	Tribeca	40.72203	-74.00988	Entire home/apt	500	10	3	19/06/2018	0.05	1	0
471845	Gorgeous Summer Duplex/Yard sublet	2220859	Verena  And Dylan	Brooklyn	Bedford-Stuyvesant	40.68229	-73.94287	Entire home/apt	145	14	3	01/09/2013	0.04	1	0
471914	Brooklyn one-bedroom right by Prospect Park!	2147438	Stephen	Brooklyn	Prospect-Lefferts Gardens	40.65955	-73.96066	Private room	110	4	12	26/04/2019	0.16	1	330
472052	Luxury Doorman Bldg Nr Central Park	2341078	George	Manhattan	Upper West Side	40.77137	-73.98943	Entire home/apt	180	5	13	22/08/2014	0.15	1	0
472376	Great Brooklyn Studio/1BR!	1689040	Rich	Brooklyn	Prospect Heights	40.67796	-73.96458	Entire home/apt	115	2	10	23/05/2016	0.17	1	0
472546	Cozy place	1600988	Sweet Home	Brooklyn	Bushwick	40.6933	-73.90823	Entire home/apt	82	15	5	04/01/2019	0.06	1	311
473592	AMAZING Private 1stop away from NYC 1 block Subway	2347382	Massi & Ray	Queens	Long Island City	40.7502	-73.94189	Private room	70	1	144	17/06/2019	1.68	2	340
473777	Bright Modern Artist's Apartment	2348973	Koren	Brooklyn	Williamsburg	40.71285	-73.94383	Entire home/apt	155	5	10	19/02/2017	0.12	1	0
474283	Studio apartment by Columbus Circle	950232	Deborah	Manhattan	Hell's Kitchen	40.76487	-73.98471	Entire home/apt	117	7	0			1	0
475216	Studio Apt in Park Slope- Brooklyn!	2355439	Kara	Brooklyn	Sunset Park	40.66387	-73.99077	Entire home/apt	100	2	17	27/07/2015	0.2	1	0
476527	1RW- CARRIAGE HOUSE STUDIO OFF CTYD	2027013	Adam	Manhattan	East Village	40.72893	-73.98278	Entire home/apt	89	30	57	05/05/2019	0.67	6	0
476570	3RE - CARRIAGE HOUSE STUDIO OFF CTYD	2027013	Adam	Manhattan	East Village	40.73009	-73.9827	Entire home/apt	89	30	70	09/03/2019	0.83	6	4
476571	2RE - CARRIAGE HOUSE STUDIO OFF CTYD	2027013	Adam	Manhattan	East Village	40.72955	-73.98298	Entire home/apt	99	30	62	10/01/2019	0.74	6	8
476899	NYC studio in ST MARKS PLACE & 1AVE	2363997	Teresa	Manhattan	East Village	40.72693	-73.98521	Entire home/apt	155	6	17	11/10/2018	0.2	1	0
476983	PRIVATE Room in Spacious, Quiet Apt	277379	Agnes	Manhattan	Harlem	40.82537	-73.94392	Private room	85	1	439	05/07/2019	5.12	2	238
478053	Great LES / Chinatown bedroom	2368753	Kristine	Manhattan	Two Bridges	40.71137	-73.99403	Private room	80	4	48	06/01/2019	0.56	1	96
478385	Sunny Midtown East Apt w/ a Loft!!!	2368133	Jimmy	Manhattan	Kips Bay	40.74428	-73.97809	Entire home/apt	135	3	134	29/06/2019	1.56	1	236
478832	Gorgeous 2 bdrm in Carroll Gardens	2371814	Jennifer	Brooklyn	Carroll Gardens	40.67579	-73.99968	Entire home/apt	150	6	2	20/05/2014	0.03	1	0
478949	Spectacular Lux 1 Bed Apt, Best Location, Terrace!	1130454	Samir	Manhattan	Chelsea	40.74087	-74.00226	Entire home/apt	380	3	16	04/11/2017	0.19	1	0
479002	Brooklyn Brownstone w/ Beautiful Garden	1708956	Josh	Brooklyn	Fort Greene	40.68723	-73.96897	Entire home/apt	450	2	31	03/07/2019	1.14	1	30
479263	Mini Loft Williamsburg Bkln-Bedford	2373905	Jaime	Brooklyn	Williamsburg	40.7182	-73.95763	Entire home/apt	145	30	36	19/01/2019	0.42	1	342
479285	Rent in beautiful Sunnyside Gardens for holidays	2374190	Jazmin	Queens	Sunnyside	40.74679	-73.91853	Private room	80	3	1	30/12/2012	0.01	1	330
479867	Williamsburg 2b apartment with deck	2377104	Hannah	Brooklyn	Williamsburg	40.71739	-73.95472	Entire home/apt	225	2	338	07/07/2019	3.9	2	225
480549	Studio 54, Cozy Room For 2	2361715	Ron	Manhattan	Upper West Side	40.77099	-73.9898	Private room	99	3	117	11/12/2017	1.41	1	0
481022	Super Cute Junior 1BR in LES!!	2382189	Candice	Manhattan	Lower East Side	40.7195	-73.98022	Entire home/apt	125	1	261	22/06/2019	3.24	1	212
482365	GREAT BRAND NEW 1 BED APT*TIMES SQ	914838	Lior	Manhattan	Hell's Kitchen	40.75636	-73.9939	Entire home/apt	80	30	32	31/01/2017	0.37	7	365
482765	Beautiful Brooklyn Brownstone	2389885	Megan	Brooklyn	Fort Greene	40.68834	-73.97875	Private room	100	2	112	30/06/2019	1.3	2	12
483414	Best double Room all included wifi	1539749	Edward	Brooklyn	Bedford-Stuyvesant	40.68586	-73.94837	Private room	55	2	22	20/05/2019	0.26	4	297
483485	Downtown Full Floor Loft	1492619	Wallace	Manhattan	Civic Center	40.71164	-74.00774	Entire home/apt	328	2	319	02/07/2019	3.78	1	112
483505	Perfect & Stylish Williamsburg Apt	2393537	Jodi	Brooklyn	Williamsburg	40.70743	-73.96728	Entire home/apt	142	7	69	20/06/2019	0.85	1	261
484297	Large home in most desirable Brooklyn hood!	2397411	John	Brooklyn	Clinton Hill	40.68545	-73.96534	Entire home/apt	350	4	10	12/09/2018	0.12	1	0
484312	Loft-Like Park Slope 3bdr Duplex	2306962	Hana	Brooklyn	Windsor Terrace	40.65854	-73.98384	Entire home/apt	300	2	24	20/02/2019	0.39	1	23
484728	Modern 1br by ocean in Brooklyn	2396741	Alex	Brooklyn	Fort Hamilton	40.61269	-74.03381	Entire home/apt	105	30	3	12/08/2017	0.05	1	30
485026	Sunny Apt in Brooklyn-Close to Manhattan	2400932	Jackie'S Place	Brooklyn	Gowanus	40.67858	-73.98537	Private room	125	31	17	30/06/2014	0.2	2	331
486350	Great 2 bedroom apartment in Williamsburg!	2407024	Michael	Brooklyn	Williamsburg	40.70821	-73.95352	Entire home/apt	225	7	13	21/08/2016	0.15	2	0
488083	Nice apartment with a deck!	619154	Keith	Brooklyn	Sunset Park	40.66158	-73.98954	Entire home/apt	92	2	58	27/05/2019	0.67	1	0
489018	Lovely Central East Village 2 Person Entire Apt	864370	Mick & Heidi	Manhattan	East Village	40.72457	-73.98453	Entire home/apt	185	2	62	23/06/2019	0.74	1	0
489365	PRIME LOCATION STYLISH COMFORT	2420670	Carter	Brooklyn	Williamsburg	40.71689	-73.95706	Entire home/apt	226	3	203	27/06/2019	2.85	1	38
489924	South Slope Private Bedroom	1027283	Kelly	Brooklyn	Sunset Park	40.66221	-73.99743	Private room	50	2	33	30/06/2019	0.39	1	20
489965	A Gem in Harlem - Modern Living	2423067	Clara	Manhattan	East Harlem	40.79313	-73.93493	Private room	80	3	47	09/03/2019	0.66	2	0
490011	Great for families!	2423401	Peter	Brooklyn	Carroll Gardens	40.68444	-73.99904	Private room	200	5	0			1	342
490278	Lovely 1BR - Midtown East by metro!	2424873	A.B.	Manhattan	Midtown	40.75632	-73.96464	Entire home/apt	99	14	30	02/03/2018	0.35	1	317
490989	Cat lovers: 3-story Park Slope Townhouse with cat!	2427385	Andy	Brooklyn	Park Slope	40.67996	-73.98027	Entire home/apt	68	3	2	29/03/2017	0.05	1	0
491123	Cozy Love Nest Prospect Heights	2427868	Ada	Brooklyn	Prospect Heights	40.67369	-73.96589	Private room	102	2	121	17/06/2019	1.6	1	361
491529	3 bdrm family friendly home in central Park Slope	2429432	Julie	Brooklyn	Park Slope	40.67211	-73.976	Entire home/apt	220	3	27	17/05/2019	0.45	1	68
491942	Renovated Spacious 1BR Upper West	1995093	Carly	Manhattan	Upper West Side	40.79183	-73.97172	Entire home/apt	199	3	24	09/10/2016	0.3	1	0
491977	Stylish Large 1bd APT in Chinatown/Tribeca NYC	2431528	Christine	Manhattan	Chinatown	40.71456	-73.99978	Entire home/apt	165	5	22	11/05/2019	0.26	1	316
493177	Two Bridges District Chinatown NYC	2436633	Gelya	Manhattan	Chinatown	40.71668	-73.99073	Entire home/apt	150	2	162	16/06/2019	1.92	1	231
493611	Huge sunny artist loft +roof garden	1407251	Ute	Brooklyn	Gowanus	40.67862	-73.98561	Entire home/apt	385	1	66	19/05/2019	0.76	2	363
494296	Brooklyn waterfront large sunny apt	2442340	Maddy	Brooklyn	Columbia St	40.68721	-74.00147	Private room	75	7	0			1	0
494937	The SoHo Loft - Huge Penthouse - 1,200 sqft	1527535	Jean-Marie	Manhattan	SoHo	40.72162	-74.00414	Entire home/apt	499	2	63	07/07/2019	0.76	1	26
495249	10min Walk & 15mins to Tourist Spot	2446219	Biren	Queens	East Elmhurst	40.75541	-73.89239	Private room	85	1	219	14/06/2019	2.63	2	305
495348	Classic Brooklyn Brownstone	2389885	Megan	Brooklyn	Fort Greene	40.69011	-73.97691	Entire home/apt	160	4	2	31/03/2013	0.03	2	34
496166	Beautiful, Spacious 4 BR Brooklyn Brownstone	2450665	D	Brooklyn	South Slope	40.66641	-73.98283	Entire home/apt	249	3	12	01/07/2019	0.27	1	26
