id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365
38995	ROOM IN CONTEMPORARY STYLE FLAT	167281	C		Southwark	51.47892	-0.0604	Private room	45	1	0			1	39
39387	Stylish bedsit in Notting Hill ish flat.	168920	Alec		Westminster	51.52589	-0.19942	Private room	29	5	8	27/06/2019	0.13	1	84
40228	Room 4 Cosy Double Bedroom on First Floor	167107	Paul		Haringey	51.5886	-0.08805	Private room	29	1	0			4	38
41311	Clean big Room in London (Room 2)	103583	Grace		Barnet	51.57375	-0.2089	Private room	25	10	77	27/05/2018	0.72	3	240
41445	2 Double bed apartment in quiet area North London	180838	Sean		Barnet	51.61648	-0.25788	Entire home/apt	105	4	17	10/06/2019	0.19	1	331
41509	Room in maisonette in chiswick	181028	Peter		Hounslow	51.49157	-0.256	Private room	49	2	67	24/03/2019	0.68	1	169
41712	Room with a view  zone 1  Central Bankside	182322	Nina		Southwark	51.50205	-0.10015	Private room	60	1	87	07/07/2019	0.85	2	364
41870	Room in relaxed family house!	182993	Bimpe		Waltham Forest	51.55842	0.00382	Private room	35	2	2	02/07/2011	0.02	1	0
42001	A room with a view in Kensington	183658	Maria		Hammersmith and Fulham	51.49441	-0.20479	Private room	60	2	160	17/06/2019	1.47	3	50
42010	You Will Save Money Here	157884	Agri & Roger		Barnet	51.58611	-0.16272	Private room	45	2	473	09/07/2019	4.41	2	303
42692	 Fabulous flat w garden and bkfst!	186510	Shelley		Hammersmith and Fulham	51.50803	-0.21599	Private room	125	1	0			1	0
43129	Quiet Comfortable Room in Fulham	188138	Sylvan		Hammersmith and Fulham	51.48172	-0.20957	Private room	36	2	187	23/06/2019	2.56	3	332
43202	Vibrant, Mid-century Pad with Stunning Views Across London	188559	Calypso		Brent	51.53033	-0.21734	Entire home/apt	100	2	100	27/05/2019	1.19	1	17
44144	Elegant Stylish Bedroom - Double Ensuite	193280	Sally		Hammersmith and Fulham	51.47483	-0.19303	Private room	65	3	34	02/07/2019	0.47	2	359
44237	Elegant Cosy Bedroom - Double Room	193280	Sally		Hammersmith and Fulham	51.47394	-0.19355	Private room	55	1	9	30/04/2018	0.13	2	284
44649	Lovely, double room, good location	48653	Joanna		Hackney	51.54061	-0.08463	Private room	45	5	39	01/06/2019	0.39	1	258
45163	Room with a garden	199530	Deb		Camden	51.55224	-0.19964	Private room	40	2	1	10/10/2015	0.02	1	267
45168	Best Part of Town -Home from Home!	199549	Lina		Westminster	51.51737	-0.19576	Entire home/apt	125	3	97	29/04/2019	0.9	1	16
46491	Double Room in Gated Mews -Zone 2	207977	Helena		Islington	51.56172	-0.10054	Private room	95	3	0			1	365
46511	Apartment with two large double bedrooms	208052	Domenico		Newham	51.53604	0.0194	Private room	80	4	0			1	343
46961	ONE BEDROOM IN NEW DEVELOPMENT	194769	S		Kensington and Chelsea	51.48055	-0.18238	Entire home/apt	150	30	0			3	305
46992	Beautiful, Luxurious Art Deco  +private bathroom	211291	Alix		Hackney	51.55029	-0.0519	Private room	54	3	189	20/06/2019	1.76	1	17
47192	Single Room in zone 1	212734	Let'S Dance, Put On Your Red Shoes		Camden	51.5297	-0.14384	Private room	39	2	358	01/07/2019	3.34	1	268
47369	Dbl Room  Little Venice/Paddington	214258	Keti		Westminster	51.52121	-0.18517	Private room	48	2	103	29/05/2019	0.96	2	214
49970	Beautiful Small Studio Hammersmith	216660	Boris		Hammersmith and Fulham	51.49527	-0.22938	Entire home/apt	55	1	80	15/02/2019	0.77	4	0
51578	Amazing London Flat, Great Location	237356	Faye		Hackney	51.55225	-0.05547	Entire home/apt	75	5	16	02/01/2019	0.15	2	0
51830	Fantastic Period Flat Notting Hill	239020	Sarah		Westminster	51.51732	-0.19313	Entire home/apt	120	2	108	08/07/2019	1.04	1	13
52151	Bright- central 1 bed in cool, convenient area	99183	Ama		Islington	51.54957	-0.08808	Entire home/apt	95	5	10	23/04/2019	0.12	1	71
53242	Beautiful double bedroom Stockwell	247650	Louise		Lambeth	51.47075	-0.12913	Private room	55	5	8	13/08/2016	0.13	2	100
53245	Beautiful Victorian apartment in Stockwell	247650	Louise		Lambeth	51.47246	-0.12727	Entire home/apt	85	4	6	09/08/2016	0.1	2	100
55402	Modern 2 Bed 2 Bath, UK, Croydon	57861	Beth		Croydon	51.37438	-0.1177	Entire home/apt	55	14	2	09/11/2018	0.19	1	0
55706	Amazing 2 bed 2 bath flat in central London	211108	Simon		Westminster	51.49588	-0.1544	Entire home/apt	270	1	79	28/04/2019	0.75	3	23
56784	1 twinroom 	269609	Trudi		Croydon	51.39998	-0.10548	Private room	35	1	0			2	365
59656	PASSING THROUGH Paddington LONDON?	196620	Fay		Westminster	51.52294	-0.18421	Private room	75	1	187	03/07/2019	1.79	3	331
60395	Near Heathrow and Piccadilly line - Ealing W5	290867	Linda		Ealing	51.4954	-0.31082	Private room	23	4	187	03/07/2019	1.92	1	158
62260	Double Room London Zone 2 Sleeps 4	302904	David		Hackney	51.56471	-0.049	Private room	50	1	60	01/06/2019	0.76	2	174
62747	Beautiful huge double room in artist’s garden flat	289179	Jacinta		Tower Hamlets	51.52126	-0.05696	Private room	38	2	66	10/07/2019	7.67	2	32
62970	The Cheshire - 3 Bed	133271	Hendryks		Tower Hamlets	51.52478	-0.06965	Entire home/apt	350	2	139	13/06/2019	1.34	5	87
63864	LANTERNS COURT 1 BED SERVICED APARTMENT	54987	Prateek		Tower Hamlets	51.49946	-0.01934	Entire home/apt	135	7	10	25/11/2017	0.14	62	173
64429	Light room on Portobello Road,	193586	Julie		Kensington and Chelsea	51.52053	-0.20968	Private room	55	1	398	22/06/2019	3.83	2	295
64942	Quirky converted school flat	317447	Benjamin		Tower Hamlets	51.53204	-0.06126	Entire home/apt	115	1	3	29/09/2016	0.09	2	0
65638	Gorgeous London garden apartment	320901	Mike		Southwark	51.48624	-0.09624	Entire home/apt	85	6	180	27/06/2019	1.85	5	163
65908	Lovely room in cool Brixton	322341	Kate		Lambeth	51.45971	-0.12008	Private room	80	2	0			1	0
66772	Cosy Double studio in Zone 2 Hammersmith (3)	216660	Boris		Hammersmith and Fulham	51.49404	-0.22738	Private room	78	1	38	18/06/2019	0.37	4	298
67025	Charming Flat in a Private Mews in a Great Neighbourhood	211108	Simon		Westminster	51.496	-0.15422	Entire home/apt	160	1	99	03/07/2019	0.98	3	19
67934	ENGLISH HOMESTAY - Nice Family Home	335716	Laura D		Barnet	51.60202	-0.26139	Private room	23	5	26	06/06/2019	0.28	2	313
69198	Spacious single room in quiet flat	345886	Alda		Haringey	51.59016	-0.09427	Private room	30	1	8	29/06/2019	0.09	1	357
71875	Bright Very Central 1-Bed in W1. King Bed, Wifi	67564	Liz		Camden	51.52279	-0.13919	Entire home/apt	148	3	66	16/06/2019	0.72	14	284
71983	Deluxe 1Bedroom Apartment-Battersea	17577	Roderick		Wandsworth	51.47435	-0.1544	Entire home/apt	500	3	12	03/01/2015	0.12	1	365
72059	John and Normas Homestay B&B	371121	John		Haringey	51.59478	-0.14142	Private room	80	1	50	23/06/2019	0.49	1	138
72913	Dbl en suite @ Oval tube Sth London	379315	Matthew		Lambeth	51.48064	-0.11439	Private room	45	2	151	06/07/2019	1.49	1	15
73431	Two bedroom luxury Flat in Brixton with city view!	383525	Emi		Lambeth	51.46295	-0.112	Entire home/apt	52	2	54	21/07/2018	0.76	1	13
74107	Well-priced 1 bed for short-term let	388850	Charlotte		Brent	51.54144	-0.20784	Entire home/apt	110	90	123	16/05/2018	1.29	1	364
74954	Double room in airy modern flat 15 mins to C Ldn	102034	Richard		Wandsworth	51.4435	-0.19039	Private room	25	2	24	23/04/2019	0.27	1	101
75120	A Fab Family house in Kensington	183658	Maria		Hammersmith and Fulham	51.49389	-0.20418	Entire home/apt	400	2	112	09/07/2019	1.33	3	339
75995	Modern One Bed Apartment	404548	Dan		Tower Hamlets	51.53025	-0.07362	Entire home/apt	93	7	69	30/12/2018	1.12	1	251
76440	Bed&Breakfast in my Little House	407951	Alison		Newham	51.54367	0.01051	Private room	35	2	206	02/06/2019	2.03	1	2
76623	Spacious 2 Bedroom Getaway w Terrace WIFI by BDC	110865	Paulo		Islington	51.5425	-0.10211	Entire home/apt	227	2	52	30/06/2019	0.52	5	340
76932	VACATIONS / HOLIDAYS IN LONDON ?	196620	Fay		Westminster	51.52506	-0.1845	Entire home/apt	200	1	27	09/07/2019	0.31	3	326
78606	Peaceful Room Near Epping Forest	422362	Nicola		Waltham Forest	51.57157	0.01088	Private room	45	1	0			1	365
78892	Bright single room in family home.	424230	Julia		Southwark	51.46452	-0.0797	Private room	32	3	54	31/05/2019	1.03	1	17
79129	Double Room 2 Miles from Wimbledon in Morden SM4	425764	Danielle		Merton	51.39711	-0.21342	Private room	35	1	121	08/07/2019	1.47	1	322
79216	2 twin beds in dble rm, Catford, UK	426378	Thesla		Lewisham	51.43828	-0.01975	Private room	50	3	0			1	365
79488	Charming Apartment Amazing Location	428080	Christopher		Westminster	51.5187	-0.16726	Entire home/apt	140	7	9	08/07/2019	0.49	1	300
79571	Chelsea Studio by Kings Road London	428600	Nicholas		Kensington and Chelsea	51.4917	-0.16183	Entire home/apt	85	2	13	03/07/2017	0.13	1	0
80123	Pretty Self Contained Coach House	432648	Melanie		Wandsworth	51.4533	-0.15646	Entire home/apt	95	2	122	27/06/2019	1.24	1	54
80441	5min from the Big Ben	416812	Esther		Lambeth	51.49494	-0.12004	Entire home/apt	105	2	81	12/06/2019	0.81	1	151
81015	DOUBLE ROOM	269609	Trudi		Croydon	51.40092	-0.10452	Private room	35	1	0			2	365
81052	Bright spacious 2 bed in Islington	438948	Aslak		Islington	51.53924	-0.10209	Entire home/apt	133	6	10	06/04/2018	0.13	1	0
81080	Luxury Self contained Studio Apt.	439154	Lucy		Richmond upon Thames	51.40692	-0.3345	Entire home/apt	180	2	7	13/06/2019	0.37	5	317
81211	Hampstead Home from home  in great area.	439880	Liz		Camden	51.54838	-0.16344	Entire home/apt	125	14	8	01/07/2019	0.11	1	303
81239	Live right on the famous Broadway Market sleeps 6	423650	Mia		Hackney	51.53585	-0.06178	Entire home/apt	165	6	70	09/07/2019	0.71	1	74
81410	LUx inCENTRAL LONDON NEAR OXFORD ST	441494	Fernando		Westminster	51.52123	-0.14033	Entire home/apt	400	2	182	16/06/2019	1.86	5	273
81449	Stylish Central London Entire Flat 	441736	Kris		Tower Hamlets	51.51163	-0.0668	Entire home/apt	128	2	184	16/06/2019	1.84	2	365
81470	3 bedroom / 2 Bathroom house in West London	441886	William & Emilia		Hammersmith and Fulham	51.4971	-0.23354	Entire home/apt	300	4	77	28/06/2019	0.78	3	32
81473	Lush room in Crystal Palace, London	441881	Petra		Bromley	51.41642	-0.07645	Private room	40	2	56	17/12/2018	0.56	1	86
81635	Clerkenwell penthouse, huge terrace	443041	Carol		Islington	51.52842	-0.11141	Private room	99	2	52	27/06/2019	0.71	2	340
81951	LONDON DETACHED HOUSE*ElecGates etc	445322	Richard		Havering	51.58519	0.15639	Entire home/apt	190	5	0			1	364
82272	New Room Central LondonZone1Balcony	447486	Mary		Southwark	51.49089	-0.09879	Private room	48	1	189	02/03/2019	1.89	7	191
83027	Double Room 15mins to London Bridge	452174	Berna		Greenwich	51.46721	0.04371	Private room	25	1	1	10/08/2015	0.02	1	194
84223	Ideal for Urban Explorers *5 star Designer home	460272	Antonia Clare		Southwark	51.48656	-0.10654	Private room	65	1	332	11/07/2019	3.31	5	310
84532	Cosy Double room London, River View	462165	Murielle		Hackney	51.57552	-0.06052	Private room	25	2	71	19/06/2019	1.24	1	82
84640	Room near Alexandra Palace park.	462651	Maria		Haringey	51.58937	-0.12274	Private room	45	1	2	23/06/2019	0.23	2	90
85111	LUXURY, AMAZING LOCATION 4 BED HOUSE WITH PARKING	465847	Isabelle		Merton	51.41944	-0.20749	Entire home/apt	150	1	34	05/07/2019	1.73	1	43
85191	Maisonette in Central London Zone 1	466353	Elisabetta		Lambeth	51.48968	-0.11637	Private room	58	2	393	04/07/2019	3.92	1	327
85406	Spacious 2bd 2bth Victorian home central London	467835	Cass		Westminster	51.51848	-0.18554	Entire home/apt	145	3	33	30/05/2019	0.34	2	40
86092	Lovely, spacious  garden apartment.	472474	Amy  Gabriella		Hammersmith and Fulham	51.48699	-0.19826	Entire home/apt	125	3	83	07/05/2019	0.88	1	290
87514	Gorgeous Spacious Bloomsbury Studio	352607	Andrea		Camden	51.52509	-0.1144	Entire home/apt	99	2	171	03/06/2019	1.77	1	248
87827	ChiqDoube Room in PrivateAppartment	479209	Paullus		Westminster	51.51106	-0.18922	Private room	150	30	0			1	365
89094	Friendly flat share	485803	Pearline		Greenwich	51.48209	0.07248	Shared room	37	4	0			2	365
89787	1 bed apt 30 mins from Windsor castle	488175	Dominic		Hounslow	51.44749	-0.43186	Entire home/apt	55	2	2	23/09/2016	0.06	1	0
89816	9: Next to Charing cross station	488602	Harumi		Westminster	51.50776	-0.12334	Entire home/apt	231	4	51	17/06/2019	0.88	2	3
89870	London Holiday Flat Let-Islington	54730	Alina		Islington	51.56822	-0.11266	Entire home/apt	125	1	81	19/06/2019	0.84	3	347
90522	Luxury  Room In S.W London	490714	Melinda And Tony		Croydon	51.41297	-0.11367	Private room	40	2	8	24/07/2015	0.08	2	361
90549	Central, Luxury & Large Ensuite Canary Wharf	490830	Daniel		Tower Hamlets	51.49798	-0.01325	Private room	75	2	86	29/06/2019	3.88	1	95
90663	11: Heart of London - Charing Cross	488602	Harumi		Westminster	51.5078	-0.1226	Entire home/apt	231	4	17	20/04/2019	0.31	2	0
90681	Beautiful Attic suite balcony views	491199	Gillian		Lewisham	51.44762	-0.05716	Private room	55	2	64	29/06/2019	0.79	1	232
90700	Sunny Notting Hill flat & terrace	491286	Chil		Kensington and Chelsea	51.51074	-0.19853	Entire home/apt	105	2	337	14/06/2019	3.44	2	225
92261	Designer flat with roof terrace	496799	Alison		Kensington and Chelsea	51.49141	-0.19699	Entire home/apt	250	3	1	15/06/2014	0.02	1	13
92352	Islington Flat for Rent	497172	Natalie		Islington	51.54273	-0.09948	Entire home/apt	90	4	32	01/06/2019	1.02	1	10
92399	MODERN SELF CONTAINED ARCHITECT FLATLET, ISLINGTON	497366	Andrea & Mark		Islington	51.55071	-0.08547	Private room	77	1	196	23/06/2019	2.01	1	329
92644	Twin room	498201	Deirdre		Wandsworth	51.44004	-0.18755	Private room	42	1	173	09/07/2019	1.76	1	315
92668	Room for rent for Royal Wedding	498170	Sandro		Bromley	51.41337	0.02665	Private room	35	1	0			1	365
93015	2 bed West Kensington apartment	499704	Sarah		Hammersmith and Fulham	51.50178	-0.21627	Entire home/apt	180	3	16	10/07/2019	0.18	1	313
93263	2 Bed 2 Bath Wimbledon Apartment	500558	William		Merton	51.41562	-0.19489	Entire home/apt	80	3	17	20/05/2019	0.2	5	272
93457	Camden Town on the Regent's Canal	226756	Florin		Camden	51.53901	-0.13596	Entire home/apt	100	2	172	04/05/2019	1.97	2	6
93500	LUXURY DOUBLE ROOM CLAPHAM(ZONE 2)	501399	Gabriele		Lambeth	51.46441	-0.12669	Private room	54	2	41	30/01/2018	0.59	1	0
93779	Big, modern flat in East London	502491	Julie		Tower Hamlets	51.52687	-0.06347	Entire home/apt	220	2	17	08/07/2018	0.17	2	358
93783	Shown on T.V! Notting Hill Oasis 	502496	Darshi Rowan And Tara		Westminster	51.51826	-0.19499	Entire home/apt	300	2	13	12/08/2018	0.13	1	245
94138	Lovely east London ground floor apartment	503548	Carl And Christie		Tower Hamlets	51.52807	-0.05133	Entire home/apt	70	2	34	07/07/2019	2.3	1	4
95988	1 Bedroom Apt, South Kensington	510363	Cliff		Kensington and Chelsea	51.49459	-0.17958	Entire home/apt	505	1	0			2	365
96008	Light airy double bedroom for rent 	510424	Dionne		Lambeth	51.43923	-0.10421	Private room	80	2	0			1	365
96052	*CENTRAL* modern and clean double room in Zone 2	448154	Aneta		Brent	51.55786	-0.2263	Private room	45	3	66	02/01/2019	0.67	2	357
96640	Double room in lovely modern flat	512757	Lucy		Hackney	51.57204	-0.08339	Private room	100	1	0			1	365
97178	North Kensington – Balcony Room	510439	Sallyjo		Hammersmith and Fulham	51.52099	-0.22852	Private room	49	2	267	11/07/2019	2.69	1	217
97506	Lovely Victorian Room Streatham	497537	Keith		Lambeth	51.42875	-0.12056	Private room	35	2	31	06/10/2018	0.32	1	364
97583	CLOSE CITY CENTRE WELCOMING AND BRIGHT ROOM	516216	Caroline		Haringey	51.60796	-0.12551	Private room	39	3	76	08/06/2019	0.98	3	332
97974	Large bedroom with 1 double bed	517799	Sue		Richmond upon Thames	51.46587	-0.23632	Private room	75	2	91	04/05/2018	1.2	1	11
98271	Fab Double Room in Central Ealing	518852	Paulo		Ealing	51.5139	-0.29568	Private room	50	1	5	31/10/2018	0.06	1	204
98541	Gorgeous Victorian Flat LONDON	519891	Alicja		Haringey	51.57419	-0.13958	Entire home/apt	88	8	31	24/04/2019	0.36	1	347
99251	SPECIAL OFFER 1 Bedrm High Street	110865	Paulo		Islington	51.54126	-0.10228	Entire home/apt	157	2	32	31/05/2019	0.34	5	355
99333	Roof Garden Oasis 10 Minutes From  Kings Cross	523246	Francesca		Islington	51.5468	-0.10667	Entire home/apt	118	2	59	30/06/2019	1.5	1	38
100326	LGE single Victorian room, Clapton	527471	Cecile & Adam		Hackney	51.56485	-0.05612	Private room	33	2	105	08/07/2019	1.11	1	45
100479	DBL rm near Trendy Shoreth\Brick La	506748	Mireya		Tower Hamlets	51.52715	-0.05594	Private room	55	1	4	24/09/2015	0.08	1	0
101083	FANTASTIC MODERN STUDIO IN ZONE 1 CENTRAL LONDON	530117	Robert		Lambeth	51.47828	-0.12944	Entire home/apt	85	2	78	22/03/2019	0.79	1	269
102391	Hackney Central - East London Charming House for 6	535247	Angus Brown And Nelly		Hackney	51.54647	-0.05664	Entire home/apt	140	1	27	04/11/2018	0.28	3	177
102565	South Bank Bijou Studio Flat	536025	Anne		Lambeth	51.50615	-0.1078	Private room	95	3	317	07/07/2019	3.19	1	221
103682	Relaxing dbl/tripple close to centre/Olympic Park	540340	Rachel		Tower Hamlets	51.5333	-0.03032	Private room	60	1	43	06/07/2019	0.53	3	23
103865	Double Room Ensuite Garden Room	492218	Richard		Hammersmith and Fulham	51.48815	-0.22315	Private room	78	3	0			1	349
106332	Lovely large room, Bethnal Green	264345	Susie		Tower Hamlets	51.5296	-0.05364	Private room	55	3	65	10/06/2016	0.66	1	100
107048	A Luxury Studio Suite in Clerkenwell	259088	Simon		Islington	51.52407	-0.10554	Private room	130	3	440	03/07/2019	4.45	5	240
107051	JESSIE the narrowboat in Little Venice	554519	Meg		Westminster	51.52116	-0.18359	Entire home/apt	160	2	412	08/07/2019	4.22	1	239
108529	PRIVATE APARTMENT: Light, Fresh and Central	561650	Robert		Southwark	51.47259	-0.08872	Private room	70	2	376	16/06/2019	3.84	1	265
108562	stanza a londra	561772	Marina		Islington	51.56804	-0.11204	Private room	30	1	7	08/10/2017	0.16	2	0
109226	Lovely two bedroom Islington home.	564310	James		Islington	51.54089	-0.089	Entire home/apt	250	10	5	08/12/2014	0.07	1	9
109299	Trendy Dalston 2BR/2BA En-Suite/Balcony/Gym/Train	261091	Nina		Hackney	51.54599	-0.07426	Entire home/apt	125	14	3	22/11/2011	0.03	3	364
111255	Charming Victorian House in zone 2	570238	Michael		Southwark	51.47561	-0.05988	Private room	60	1	1	21/06/2019	1	1	365
116268	DOUBLE ROOM  NEAR CENTRAL LONDON - 1 guest only	586671	Joe		Enfield	51.61308	-0.11829	Private room	25	5	20	03/05/2019	0.27	1	182
117203	A stylish original Victorian home in West London	255103	Olga		Hammersmith and Fulham	51.50067	-0.23288	Entire home/apt	115	4	51	21/06/2019	0.56	1	30
118805	Theatreland Central London	599899	Richie		Camden	51.51643	-0.12111	Private room	60	2	218	24/06/2019	2.21	1	285
118832	Stylish, Colourful & Beautifully Located 2 Bed	594579	Lisa		Islington	51.54926	-0.11551	Entire home/apt	110	2	22	03/07/2019	0.4	2	269
123522	Penthouse Flat w/Roof Terrace near Little Venice	617199	Monica		Westminster	51.52575	-0.19782	Entire home/apt	99	2	5	03/10/2018	0.47	1	0
127860	Double bedroom in cottage Twickenham (sleeps 1-2)	161720	Andy		Richmond upon Thames	51.44715	-0.33925	Private room	1000	2	0			1	0
128581	Huge room w/ ensuite and own balcony + v central	502491	Julie		Tower Hamlets	51.52618	-0.06273	Private room	75	2	12	08/07/2019	0.83	2	144
129768	Smart Two Bed Apartment, Abbey Rd!	639749	Farzam		Westminster	51.53323	-0.17848	Entire home/apt	135	3	16	01/07/2019	0.17	2	345
131444	1 bedroom apartment close to centre	646165	Yevgeniy		Lambeth	51.48974	-0.11116	Entire home/apt	90	3	108	08/07/2019	1.13	1	14
137581	I Bedroom Apartment Tower of London	471088	Anthony		City of London	51.51173	-0.07659	Entire home/apt	130	2	211	07/07/2019	2.17	2	29
137907	Elegant Very Central: Fitzrovia W1. King Bed, Wifi	67564	Liz		Westminster	51.52092	-0.14119	Entire home/apt	146	3	48	16/05/2019	0.59	14	282
138800	Limehouse London, Spacious Property	677494	Denise		Tower Hamlets	51.51411	-0.0412	Private room	50	1	53	31/03/2019	0.82	1	8
139142	Beautiful 1 bed flat with terrace 	678760	Andrew		Islington	51.55719	-0.12932	Entire home/apt	70	1	98	09/08/2017	1.02	1	0
140518	SPACIOUS DOUBLE WITH PRIVATE BATH	684352	Gina		Barnet	51.60155	-0.1886	Private room	46	1	30	03/06/2019	0.31	2	349
142117	Stylish & Bright, 1 Bed, Shoreditch	192627	Clare		Hackney	51.52902	-0.08944	Entire home/apt	135	3	78	24/06/2019	0.8	1	336
143028	House & Garden Nr SW London	694198	Yasmin		Merton	51.40269	-0.19177	Entire home/apt	125	1	3	05/08/2018	0.13	2	0
143478	Large room, London Fields, Hackney	696065	Tania		Hackney	51.53961	-0.0561	Private room	45	1	21	23/06/2019	0.38	5	10
143568	This one's got a gym and sauna!	598337	Dejan		Newham	51.53058	-0.01203	Entire home/apt	65	2	44	22/06/2019	0.47	2	143
145612	West London-W7, Hanwell (Area Ealing) Room	704495	Nina		Ealing	51.50549	-0.33443	Private room	25	7	93	19/06/2019	0.96	2	26
147244	ST. GEORGE WHARF 2 BED 2 BATH APT. IN VAUXHALL	54987	Prateek		Lambeth	51.48493	-0.12475	Entire home/apt	166	5	26	01/07/2019	0.32	62	166
147802	Nice 2 double& 1single room in central area	690924	Yuanjung		Southwark	51.49166	-0.06371	Private room	37	1	8	01/01/2017	0.14	2	0
150900	Double room, breathtaking views	726717	Tatu		Kensington and Chelsea	51.48203	-0.18168	Private room	44	2	41	21/06/2019	0.94	2	342
152863	Spacious London garden apartment	735248	Jamie		Haringey	51.58462	-0.14677	Entire home/apt	99	4	6	27/08/2018	0.06	1	0
154221	great location absolutely central	211018	Sylvia		Westminster	51.48831	-0.13829	Entire home/apt	83	2	1	12/01/2016	0.02	1	0
156966	Lovely Double Room in Cosy House	655421	Kathryn		Southwark	51.48795	-0.10001	Private room	40	7	156	16/06/2019	1.62	2	249
157227	Trendy Dalston 1BR Bath/Balcony/Gym	261091	Nina		Hackney	51.54632	-0.07488	Entire home/apt	105	10	26	31/03/2019	0.27	3	344
157536	Quiet double room, with friendly, experienced host	214945	Matthew		Southwark	51.4865	-0.08778	Private room	52	3	181	07/06/2019	2.08	2	38
157714	West London,loft ensuite, 5min2tube	757377	Eilinn		Hammersmith and Fulham	51.48847	-0.22097	Private room	45	2	139	24/05/2019	1.43	1	85
158939	Charming Garden Apartment | London	762736	Lydia		Lewisham	51.47013	-0.04266	Entire home/apt	110	2	79	26/06/2019	0.84	5	317
159736	A double Room 5mins from King's College Hospital	766056	Trevor		Lambeth	51.46832	-0.10103	Private room	30	15	78	27/05/2019	0.8	4	23
159787	Quiet home close to St Pancras	766222	Keith		Islington	51.55269	-0.11961	Private room	45	1	140	20/01/2019	1.45	1	1
163086	Peaceful private rooms, sleeps 6, zone 2	778948	Laura And Kamilo		Islington	51.55953	-0.12105	Private room	55	70	37	23/09/2018	0.38	2	88
164543	Beautiful Wimbledon Village Home	81675	Rupert		Merton	51.42254	-0.21679	Entire home/apt	650	5	1	22/04/2014	0.02	3	361
165336	Charming Flat in Notting Hill	761400	Nathan		Kensington and Chelsea	51.51895	-0.21202	Entire home/apt	75	2	155	01/07/2019	1.65	1	12
166760	Beautiful 1 bedroom flat with amazing garden	794470	Amelia		Croydon	51.38918	-0.06793	Entire home/apt	42	10	6	06/01/2019	0.7	1	77
168348	Feel at Home in a Charming, Bright, Central Apartment in Notting Hill	802297	Alexandra		Westminster	51.51751	-0.19932	Entire home/apt	130	6	143	12/05/2019	1.49	1	141
