id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365
489405	Fantastic room in Shoreditch/Hoxton	2420883	Andrew		Hackney	51.53147	-0.07424	Private room	47	3	250	04/07/2019	2.89	2	257
492331	Spacious bright quiet studio flat	2433555	Anna		Brent	51.54332	-0.20117	Private room	68	3	99	23/06/2019	1.2	1	345
492883	Denmark Hill - Sabbaticals/Holidays	2229486	Freda		Southwark	51.46449	-0.08576	Entire home/apt	150	28	4	18/12/2018	0.05	1	0
492946	Luxury Central London Apartment	2435231	John		Westminster	51.49262	-0.13123	Entire home/apt	90	2	154	18/06/2019	2.04	1	300
493394	Olympic Period only - Double-Room	2437571	Hindu		Greenwich	51.50981	0.11688	Private room	75	1	0			1	365
493679	Bright Spacious 2-Bed - Victorian School E2	423121	Olivia		Tower Hamlets	51.53103	-0.06152	Entire home/apt	140	2	2	30/07/2018	0.15	1	0
494343	Stylish Central London Apartment	1908888	Stephane		Lambeth	51.4862	-0.10972	Entire home/apt	120	4	225	06/06/2019	2.68	1	237
494880	Double bedroom near Olympic village	2444882	Derrick		Hackney	51.54956	-0.05867	Private room	105	6	0			1	0
495607	Large single room in modern house	2447876	Ann		Lewisham	51.43019	-0.05936	Private room	20	5	27	15/11/2018	0.32	2	0
495964	Trendy 1 bed Apt & Terrace	2438371	James		Tower Hamlets	51.53098	-0.06109	Entire home/apt	100	3	36	29/06/2019	0.59	1	21
496676	Close  Westfields overlooks forest	2453036	Cecilia		Redbridge	51.59099	0.01284	Private room	45	3	0			1	0
496875	fabulous penthouse Vauxhall 1 bed	2453753	Clare		Lambeth	51.48346	-0.12224	Private room	90	2	18	24/10/2016	0.36	1	364
496898	1 Lrg Double. Fabulous family home. Hampton Hill.	2453855	Barbara		Richmond upon Thames	51.42891	-0.35742	Private room	40	1	0			3	364
497196	Great room. Brilliant transport links. Parking	1969324	Lesley		Waltham Forest	51.57208	0.00488	Private room	32	2	103	20/06/2019	1.19	2	12
497373	Central panoramic Flat Bankside near Tate modern	182322	Nina		Southwark	51.50183	-0.10176	Entire home/apt	145	2	49	27/06/2019	0.59	2	364
498610	Spacious and sunny two bedroom flat	2461233	Rodrigo		Islington	51.55491	-0.11496	Entire home/apt	150	3	21	16/06/2019	0.28	2	57
498888	Modern apartment: 12min West End	1310675	Dev		Tower Hamlets	51.5277	-0.04368	Entire home/apt	180	5	13	29/01/2019	0.16	1	215
499163	Beautiful Georgian House by Heath	2463491	Richenda		Camden	51.55732	-0.14909	Private room	43	2	33	03/07/2019	0.48	2	289
499555	Beautiful Victorian Garden Flat	2465300	Leigh		Southwark	51.45812	-0.0776	Entire home/apt	50	4	23	25/09/2018	0.27	1	3
500548	Lovely Private Bedroom - Maida Vale	901719	Linda		Westminster	51.52698	-0.19151	Private room	73	1	2	22/06/2015	0.03	1	365
500795	2 Rooms  20  minutes to stadium 	2470948	Adel		Camden	51.55488	-0.1612	Private room	400	7	0			1	0
500904	ENTIRE Building in Central London	510363	Cliff		Islington	51.52866	-0.11482	Entire home/apt	450	7	0			2	365
500985	A lovely one bedroom garden flat!! 	2462063	Nati		Brent	51.53631	-0.20734	Entire home/apt	180	6	0			1	0
501458	2bed Penthouse N8 London - Wifi	2427174	Kam		Haringey	51.5768	-0.12525	Entire home/apt	125	4	4	16/05/2018	0.05	1	0
501544	Modern, secure 1bd +garden +carpark	2474888	Sachaa		Lambeth	51.46334	-0.1235	Entire home/apt	150	180	13	03/11/2018	0.26	1	1
501593	Beautiful Room in Leafy e	1943227	Liz		Richmond upon Thames	51.42996	-0.33833	Private room	35	1	132	24/07/2018	1.56	2	350
501621	Penthouse on Park En-suite Station	1870411	Jo & Jake		Hackney	51.54054	-0.05791	Private room	44	2	5	05/10/2018	0.09	3	2
501837	Charming loft  in NW3 mews close Belsize Park tube	2476271	Michael		Camden	51.54654	-0.16441	Entire home/apt	99	3	107	30/06/2019	1.26	1	221
501851	Only 1 mile from London Bridge !	2476374	Tia		Southwark	51.48515	-0.08335	Private room	40	7	12	08/03/2019	0.14	1	301
502093	Pristine Flat in cool Bermondsey	460107	Ben		Southwark	51.49981	-0.07462	Entire home/apt	75	2	79	29/06/2019	0.92	1	191
502190	Large Double room private bath near Kilburn tube	2478162	Agnes		Camden	51.54714	-0.20069	Private room	60	1	501	20/06/2019	5.83	1	118
502566	Sunny en suite loft Shepherds Bush	1957532	Janet		Hammersmith and Fulham	51.50303	-0.23928	Private room	39	2	38	10/06/2019	0.45	2	144
502576	Georgian Family Friendly Home 2 Dbl	2236571	Alix		Lambeth	51.45899	-0.12032	Private room	170	2	5	12/04/2019	0.06	3	177
502790	Beautiful, 2 double bed flat, Oval!	2480782	Laura		Lambeth	51.47531	-0.10403	Entire home/apt	120	5	4	31/08/2016	0.11	2	191
503017	Newly furnished double bedroom	2481667	Anthony		Greenwich	51.48928	0.09854	Private room	150	7	0			1	0
503151	Chic double room in boutique flat, Zone 1	2482146	Karen		Southwark	51.4945	-0.10442	Private room	70	2	223	16/06/2019	2.65	1	288
503274	Artist's Flat with Panoramic Views in Hoxton	1270755	Claire		Hackney	51.53311	-0.08297	Private room	115	1	85	26/06/2019	1	7	318
503331	Bright, beautiful & spacious house in Hackney	2482516	Katrin		Hackney	51.54561	-0.06058	Entire home/apt	113	3	26	22/08/2018	0.31	1	15
504867	Art Gallery flat with Stunning Views - Hoxton!	1270755	Claire		Hackney	51.53258	-0.08365	Entire home/apt	100	1	79	30/06/2019	0.92	7	315
505926	Light Sunny Peaceful Space Harrow	2493978	Natalie		Harrow	51.58115	-0.3583	Private room	35	2	0			1	332
506980	Kensington Flat During Olympics 	2492503	Nick		Hammersmith and Fulham	51.49009	-0.21025	Entire home/apt	250	1	0			1	0
506997	Cosy Victorian House	581309	Alexandra		Lambeth	51.44182	-0.13239	Entire home/apt	130	7	13	01/09/2018	0.15	1	0
507124	STYLISH 2-BED APARTM.HIGH RISE SW11	2484288	Violetta		Wandsworth	51.47334	-0.15546	Entire home/apt	89	7	84	16/05/2019	1	1	294
507203	Lovely double room, 25 minutes to Central London	2236434	Joseph		Croydon	51.37231	-0.11195	Private room	32	1	156	11/07/2019	4.55	2	305
507480	Twin Room in Shoreditch	2240892	Debbie		Tower Hamlets	51.52773	-0.07364	Private room	55	1	80	16/06/2019	0.93	2	13
507677	Bright & Modern Flat nr Portobello 	2501849	Violeta		Kensington and Chelsea	51.52216	-0.21614	Entire home/apt	105	3	127	04/07/2019	1.49	2	201
507907	A lovely Victorian Garden Flat in London N16!	2503132	Sarah		Hackney	51.55447	-0.08829	Private room	54	1	0			1	361
507962	Lovely 3 bed family in leafy London	2490500	Lucas		Wandsworth	51.44331	-0.17193	Entire home/apt	150	5	4	01/01/2017	0.08	1	0
509099	Docklands house on river	2508973	Mikail		Tower Hamlets	51.48719	-0.01154	Entire home/apt	335	6	10	28/07/2018	0.21	1	56
509299	Nice twin room, 25 mins to Victoria	2236434	Joseph		Croydon	51.3722	-0.11417	Private room	28	1	309	19/05/2019	3.6	2	160
509467	Mid terrace Georgian town house W1	2510617	Nicole		Camden	51.52306	-0.13705	Private room	225	5	222	04/01/2018	2.59	5	365
509914	Beautiful house in quiet location, great transport	2512500	Elisa		Lambeth	51.41663	-0.14055	Private room	40	1	8	30/06/2019	1.11	2	87
510198	E12 - Stratford 15 mins away!	2347735	Fiona		Redbridge	51.56385	0.03662	Private room	50	2	0			2	365
510304	Room to let for short stay	2514268	Mizanur		Newham	51.5256	0.0283	Private room	60	1	0			1	365
510415	Beautiful Ground Floor Garden Flat	2314310	Charles		Wandsworth	51.45034	-0.16067	Entire home/apt	50	7	4	07/10/2013	0.05	1	348
510893	Double Room with Private Bathroom	2480782	Laura		Lambeth	51.47327	-0.10627	Private room	35	1	12	31/08/2018	0.14	2	193
510940	One-Bedroom ,Clerckenwell, Farringdon,London EC1	2074840	Ocky		Islington	51.52101	-0.10598	Entire home/apt	139	7	23	30/12/2018	0.27	17	346
511210	Double Room, one Double Bed for Two persons Only	2518517	Jay		Brent	51.54941	-0.3018	Private room	25	1	10	07/07/2019	1.61	1	82
511429	Luxury 1-bedroom Apt Highbury&Islin	716607	Veri		Islington	51.54757	-0.10591	Entire home/apt	95	3	73	09/07/2019	0.86	1	10
511768	2 bedroom apartment, zone2 by Westfields-Stratford	2520997	Kate		Newham	51.53761	-0.00079	Entire home/apt	100	2	13	02/06/2019	1.1	1	187
511811	Stratford15 mins Central London 30 	2347735	Fiona		Redbridge	51.56238	0.03692	Private room	45	2	0			2	365
512573	Beautiful 2 Bedroom Herne Hill flat	2525027	Christopher		Lambeth	51.44365	-0.10718	Entire home/apt	120	14	1	29/08/2017	0.04	1	172
512822	Sunny, spacious Highgate Let	2525344	Michele		Islington	51.57249	-0.13319	Entire home/apt	100	14	5	30/06/2019	0.06	1	313
512853	Peaceful retreat  to Central London	2526454	Stefania		Merton	51.40803	-0.21331	Private room	50	1	24	09/09/2018	0.34	2	315
512882	Single room North London (and a double room)	2526516	Lol		Enfield	51.65767	-0.09264	Private room	22	3	133	08/07/2019	1.6	2	350
512979	Sunny Surbiton welcomes you	2526745	Nicci		Kingston upon Thames	51.39183	-0.31356	Private room	40	3	6	31/12/2015	0.07	2	0
512992	Double Room In Bright Apartment in West London	2526995	Declan		Ealing	51.51039	-0.32348	Private room	39	2	27	01/01/2019	0.32	1	0
513198	Stunning views over Central London!	2528030	Geraldine		Lambeth	51.48802	-0.10898	Entire home/apt	95	5	26	04/01/2019	0.31	1	243
514476	A lovely, clean place to stay	2534042	Char Char		Haringey	51.60564	-0.07391	Private room	19	1	6	24/07/2018	0.12	1	9
514583	Cosy room in South Harrow	2320813	Mala		Harrow	51.55737	-0.37403	Private room	28	1	15	12/02/2018	0.18	4	333
514584	Big, cosy room in South Harrow	2320813	Mala		Harrow	51.56475	-0.36343	Private room	36	2	16	30/09/2018	0.19	4	349
514876	Large flat in leafy road in Camden	2535846	Lucy		Camden	51.54666	-0.12834	Entire home/apt	100	6	1	08/04/2013	0.01	1	342
515149	Central London (Zone 2)-West Ken/Olympia/Earls Ct	2229160	Nancy		Hammersmith and Fulham	51.48923	-0.20681	Entire home/apt	140	5	41	17/06/2019	0.49	2	233
515178	3 bed house Walthamstow Lloyd Park	2536877	Oliver		Waltham Forest	51.59593	-0.02454	Private room	100	4	0			1	0
515327	Comfy 2 Double Bed Garden Flat near the Thames	2538088	Tabitha		Hounslow	51.48106	-0.25897	Entire home/apt	23	5	10	19/01/2018	0.12	2	0
515775	one double room available to share 	1746057	Ashudill		Newham	51.54295	0.05931	Private room	55	1	0			2	365
515884	Cosy Double Room 2 min to the Tube	518792	Fuad		Islington	51.56251	-0.10903	Private room	45	3	28	31/05/2019	0.34	1	87
516198	Large 3bed 2bath over 3 floors	785723	Sophia		Lambeth	51.45581	-0.11341	Entire home/apt	131	5	21	02/06/2019	0.32	1	38
516564	1 bed flat in east dulwich with exclusive access to private garden	2543553	Venkata		Southwark	51.44869	-0.07308	Entire home/apt	100	2	3	08/06/2019	0.24	1	0
516849	beautiful, bright, 3 bed flat	2544801	Michael		Islington	51.5269	-0.11028	Entire home/apt	130	4	4	13/08/2015	0.05	2	0
517283	3 bedroom, 3 bathroom house London	2546459	Susan		Redbridge	51.57527	0.03113	Entire home/apt	150	3	161	08/07/2019	1.92	1	237
517941	Huge Loft; Former ShoeFactory: Cinema Piano Sonos!	2550236	Gemma		Hackney	51.53956	-0.05472	Entire home/apt	240	7	24	15/03/2019	0.28	1	150
518298	Entire home in the heart of Stokey	2512594	Sophie		Hackney	51.56167	-0.07924	Entire home/apt	150	1	1	14/02/2016	0.02	1	0
518364	4 db rooms â€“ 10 min wal to Olympics	2551676	Jane		Hackney	51.55048	-0.04059	Private room	100	7	0			1	0
519190	Double Bedroom with Private Bathroom	2555275	Reyhana		Newham	51.53576	-0.00255	Private room	50	1	15	02/05/2019	0.53	1	343
519296	Three storey house with two  bathrooms and garden	2555825	Tony&Rob		Tower Hamlets	51.52944	-0.02079	Entire home/apt	104	5	15	04/01/2019	0.35	2	2
519598	Lovely Double Room in North London	172533	Anna		Haringey	51.58973	-0.08509	Private room	33	1	49	22/06/2019	0.67	2	321
519660	'Vie de Boheme' in Central London	2557253	Astrid		Camden	51.52288	-0.13958	Entire home/apt	90	10	42	29/04/2019	0.51	1	27
520350	London Calling - Cosy two bedroom flat, King's X	2353375	Stavroula		Islington	51.5344	-0.11467	Entire home/apt	79	2	4	07/07/2019	0.31	4	4
520388	Bayswater,W2 - large 4 bedroom, sleeps 8-10	2560793	Valerie		Westminster	51.51334	-0.18678	Entire home/apt	395	4	31	19/06/2019	0.36	2	45
520670	Rm in London, Good Links 2 Central	1960021	Antoinette		Newham	51.51579	0.05104	Private room	25	3	90	29/06/2019	1.06	1	74
520817	Lovely bright room in Queen's Park	2562216	Robert		Brent	51.53468	-0.20517	Private room	55	2	6	01/07/2019	0.15	1	341
520959	The green side of Camden - Primrose Hill	2566748	Mrs V.		Camden	51.54162	-0.15908	Private room	90	2	6	10/05/2019	0.33	1	108
520962	Luxury 2 bed flat in Dalston Square	2562357	Jasmin		Hackney	51.54729	-0.07368	Entire home/apt	160	2	28	28/07/2017	0.38	1	38
521076	C London 30minVictorianHouse	1818132	Alison		Haringey	51.59868	-0.06321	Private room	60	2	7	27/05/2018	0.11	2	89
521274	Double room in lovely north London flat	2563886	Patsy		Brent	51.548	-0.23357	Private room	33	3	35	01/07/2019	0.47	1	359
521359	Light, Space & Nature + 4 bedrooms	2517441	Ian		Lambeth	51.43331	-0.12404	Entire home/apt	50	2	180	06/07/2019	6.66	1	0
521547	Nice Room in Verdent Lane, Catford	2565061	Edris		Lewisham	51.43872	0.00515	Private room	35	2	175	02/06/2019	2.08	1	297
521771	private room in Tottenham house	2565699	Manuel And Cecilia		Haringey	51.57774	-0.07622	Private room	29	2	117	06/07/2019	1.39	2	351
521934	ONE SINGLE ROOM -LONDON, SOUTH EAST	2566941	ANNA And NICK		Greenwich	51.46402	0.0586	Private room	120	6	0			1	365
522032	En-suite Double room in a 2 bedroom flat	673482	Maris And Ilze		Brent	51.5421	-0.19881	Private room	37	4	61	04/07/2019	0.77	1	57
522467	Massive Superb flat in Notting Hill	2569925	Alex		Westminster	51.51649	-0.19588	Entire home/apt	200	4	52	23/02/2019	0.84	2	233
522729	2-bed garden house in Shoreditch  	2529797	Lyndy		Tower Hamlets	51.52796	-0.07161	Entire home/apt	140	3	57	09/12/2018	0.68	2	15
522797	Luxury 2-Bed/2-Bath Apartment 	2571032	Malcolm		Tower Hamlets	51.50057	-0.01111	Entire home/apt	150	3	0			1	222
522824	Victorian house during olympic stay	2571027	Valeria		Lewisham	51.46163	-0.01959	Entire home/apt	260	7	0			1	0
522901	Lovely Family Home!  1 Minute from Tube Station!	2570275	Phil And Aquilla		Harrow	51.60682	-0.29211	Private room	27	2	115	22/06/2019	1.34	2	0
522946	Sunny Double - quick links to Victoria!	2570209	Maria & Graham		Lambeth	51.44078	-0.12776	Private room	35	1	24	20/01/2019	0.3	3	347
523160	Bauhaus Apartment Dalston	2572307	Emmanuel		Hackney	51.54631	-0.06639	Entire home/apt	79	3	13	08/10/2018	0.77	2	0
523749	GREAT VALUE ROOM- SAVE Â£Â£Â£Â£Â£	2531619	Jelena		Ealing	51.52707	-0.3355	Private room	38	2	180	07/07/2019	2.1	6	164
523811	Beautiful Bohemian Flat in N London	2575006	Jasmine		Haringey	51.57255	-0.11499	Entire home/apt	86	60	13	06/01/2015	0.16	1	306
523889	Double room 10min from Olympics	2575752	Ani		Newham	51.54568	0.00546	Private room	100	1	0			1	365
523941	Spacious flat close to city	1469674	Karla		Newham	51.53375	0.00468	Entire home/apt	50	2	10	14/08/2016	0.14	1	288
524147	2 Bedroom Apartment with Balcony	1429305	Hossam		Westminster	51.50636	-0.14789	Entire home/apt	525	1	72	29/09/2018	0.88	11	16
524701	ShoreditchFlat by HoxtonSquare/City	2579730	Luce		Hackney	51.52729	-0.0816	Entire home/apt	125	3	60	15/04/2016	0.71	1	101
524969	Lovely clean  modern house to share, Hither Green	2580901	Clare		Lewisham	51.44108	0.00774	Private room	30	1	11	08/07/2018	0.13	2	363
525056	Beautiful Family Home near Tube	2581266	Elli		Barnet	51.59092	-0.17535	Entire home/apt	200	21	0			1	0
525339	Stylish, Spacious Hampstead Heath Garden Flat	2582452	Geoff And Marianne		Camden	51.55976	-0.1642	Entire home/apt	120	3	3	23/06/2019	0.05	1	5
526025	Homely East London Accomodation	2585853	Imtiaz		Waltham Forest	51.59022	-0.03572	Entire home/apt	75	2	0			1	0
526267	Olympic Flat Nxt to Excel&Stratford	2532103	Adeel		Newham	51.51332	0.01174	Entire home/apt	366	1	0			1	83
526388	B&B in a friendly family home	2587136	Melody		Barnet	51.64536	-0.20786	Private room	50	1	56	11/07/2019	1.45	1	331
526537	Walk to the Olympic Park/Stadium	2587884	Lola		Newham	51.53108	-0.01284	Private room	155	7	0			1	365
526627	Smart clean, Modern Medium Room	2588012	Renee		Brent	51.57151	-0.2586	Private room	30	1	3	06/08/2012	0.04	1	185
526682	Elegant, Quiet Room near Bohemian Camden Market	2588467	Abi		Camden	51.54513	-0.1469	Private room	67	3	199	01/07/2019	3.38	1	218
526878	London house rental sleeps 6/7	2589288	Ronnie		Redbridge	51.60078	0.03549	Entire home/apt	150	7	3	24/08/2014	0.05	1	0
527070	Central London room + wifi: zone 2 near tube	2590175	Ralitsa		Southwark	51.48868	-0.06669	Private room	40	3	44	13/05/2019	0.91	3	355
527380	Apartment-One bedroom Apartment -Private Bathroom	1429305	Hossam		Westminster	51.50565	-0.14592	Entire home/apt	275	1	76	24/06/2019	0.92	11	23
527808	Well located room near Kings Cross!	2598938	Grace		Islington	51.54751	-0.11979	Private room	30	7	39	18/04/2019	0.63	1	99
527829	Airy One Bedroom Flat by River	2042801	Gia		Wandsworth	51.47196	-0.1775	Entire home/apt	86	2	11	20/06/2019	0.6	1	50
528001	Large Top Floor 2 bed apartment. Good for families	2594485	James		Haringey	51.5763	-0.11261	Entire home/apt	90	1	15	04/07/2019	0.72	1	3
528045	Lovely apartment in East London	2594517	Nyome		Hackney	51.54714	-0.04175	Private room	45	1	11	05/07/2019	0.15	1	362
528124	Large bright dbl rm w-hampstead-1	2594885	Robert		Camden	51.55659	-0.19488	Private room	45	3	18	07/06/2018	0.24	2	83
528365	1 Double room. Fabulous family home. Hampton Hill.	2453855	Barbara		Richmond upon Thames	51.43018	-0.35735	Private room	35	1	0			3	364
528659	To let 2 bed flat in Bow	2597333	Koen		Newham	51.53024	-0.01136	Entire home/apt	225	90	0			1	362
528895	Pretty 3 bed family home 	1870819	Ellie		Southwark	51.45348	-0.05432	Entire home/apt	275	7	0			1	365
529070	Self-catering room in Belsize Park	2599290	Chris		Camden	51.54744	-0.1649	Private room	68	3	66	10/06/2019	1.12	1	290
529427	Penthouse ensuite bed Whitechapel	2601595	Carole		Tower Hamlets	51.52019	-0.04864	Private room	38	120	4	28/04/2019	0.05	2	0
529558	Super-convenient, 3 mins to Kings X	1240748	Brigitte		Camden	51.52918	-0.12267	Entire home/apt	170	5	64	10/08/2016	1.32	1	0
529947	5 bed house, Islington, Big garden!	2603416	Polly		Islington	51.55762	-0.12615	Entire home/apt	311	4	25	01/08/2018	0.3	2	25
530120	 Lovely Retreat in Twickenham	2603958	Julie		Richmond upon Thames	51.44249	-0.34639	Private room	45	1	16	16/07/2018	0.21	1	326
530147	Ð¡Ð´Ð°ÐµÑ‚ÑÑ ÐºÐ¾Ð¼Ð½Ð°Ñ‚Ð° Ð½Ð° Ð²Ñ€ÐµÐ¼Ñ Ð¾Ð»Ð¸Ð¼Ð¿Ð¸Ð°Ð´Ñ‹ 	2604045	Irina		Greenwich	51.48395	0.02711	Private room	100	1	0			1	365
530395	Double room - Acton/Shepherd's Bush	2604545	Pierre		Ealing	51.50658	-0.24802	Private room	35	2	248	08/07/2019	3.01	1	226
530432	Luxury 2BD Flat in Trendy East London	2604870	Thomas		Tower Hamlets	51.52312	-0.01305	Entire home/apt	130	2	17	12/06/2019	0.22	1	16
530448	Amazing Double Room In London	2605151	Dana		Ealing	51.51777	-0.28271	Private room	36	3	47	05/07/2019	0.55	5	362
530767	Centrally located Artists House	2540943	Ana		Brent	51.53032	-0.21705	Entire home/apt	304	2	53	18/06/2019	1.02	1	214
530955	Unique 2 Bedroom Flat Tower Bridge	2607603	Radoslav		Tower Hamlets	51.5086	-0.06515	Entire home/apt	160	3	37	25/08/2018	0.61	1	3
531050	West Kensington/Barons Court zone 2	2608240	Zdenka & Luis		Hammersmith and Fulham	51.48645	-0.20447	Private room	35	1	150	30/06/2019	1.76	3	145
532358	Queens Pk nr Notting Hill: Quiet, big 2 bdrm, NW6	2213145	AnnMarie		Brent	51.53949	-0.20081	Private room	46	2	18	03/01/2019	0.33	2	283
532361	Queens Pk nr Notting Hill: Bright large 1 BedRm	2213145	AnnMarie		Brent	51.53945	-0.20087	Entire home/apt	88	1	2	14/10/2018	0.21	2	0
532859	King Size Bed - Artistic Flat - Amazing View	2266385	Peter		Tower Hamlets	51.52457	-0.06621	Private room	58	1	260	26/06/2019	3.02	2	9
533351	*Modern Apt. in Fantastic Location*	2621084	Nick		Westminster	51.52207	-0.15998	Entire home/apt	140	2	38	30/09/2018	0.45	1	0
533943	LUXURY APT. NEAR BUCKINGHAM PALACE	1830359	Antonio		Westminster	51.49501	-0.13894	Entire home/apt	901	186	1	21/07/2014	0.02	1	362
533972	Victorian Railway Cottage in zone 2	2624990	Paul		Ealing	51.53118	-0.24963	Entire home/apt	300	2	0			1	128
534109	Coming to London for the Olympics? 	2625454	Michael		Southwark	51.48039	-0.10559	Private room	80	1	0			1	0
534433	Superhost- Cosy Room in Stoke Newington, London.	2626657	Dieneke		Hackney	51.56094	-0.08394	Private room	37	2	201	23/06/2019	2.41	1	274
534506	Airy flat in Clapton, east London	2626934	Louise		Hackney	51.5626	-0.05722	Entire home/apt	60	3	23	07/05/2019	0.44	1	7
534665	Room in Spacious London Bridge flat	2387455	Seeta		Southwark	51.5007	-0.09173	Private room	75	1	8	05/10/2014	0.12	1	0
535323	Victorian family home. Sleeps 6-8	2110774	Nicky		Hackney	51.55734	-0.04576	Entire home/apt	140	5	7	13/04/2017	0.12	1	0
536033	Cottage in the beautiful garden	2483466	Yeonju		Harrow	51.58778	-0.37367	Private room	45	1	11	03/11/2018	0.13	3	365
536121	Listen Out for Big Ben's Chimes at an 1870s Gin House	2634160	Raul&Carol		Lambeth	51.48517	-0.12088	Entire home/apt	458	7	23	12/08/2018	0.27	17	150
536794	Double bedroom in South West London	1330009	Annamaria		Lambeth	51.45695	-0.10927	Private room	36	3	18	02/06/2019	0.26	2	0
536886	Marylebone 2-bed 2-bath apartment	2639566	Gerry		Westminster	51.52373	-0.16381	Entire home/apt	150	3	0			1	191
536996	Cosy Flat in South West London	1330009	Annamaria		Lambeth	51.45349	-0.10876	Entire home/apt	70	3	11	28/07/2018	0.13	2	12
537305	Big Bright room with your own private garden 2 use	2639063	May		Brent	51.54803	-0.25318	Private room	26	3	89	03/06/2019	1.04	5	198
537828	River View Flat with Free Parking & Great Location	2642640	Tally		Richmond upon Thames	51.46904	-0.2639	Entire home/apt	99	7	0			1	0
538558	Bloomsbury, beautiful studio	2645421	Sybille		Camden	51.52282	-0.11778	Private room	120	4	126	29/05/2019	1.49	1	220
538713	Picturesque Arts and Crafts Cottage	2015996	Kate		Barnet	51.58459	-0.19218	Private room	45	3	68	02/07/2019	0.8	1	77
539042	Boutique style B&B private bathroom	2648082	Sarah		Wandsworth	51.42715	-0.14573	Private room	40	2	208	15/06/2019	2.54	1	151
540002	1 bedroom in a 2 bedroom flat in south kensington	2653397	Claire		Kensington and Chelsea	51.49391	-0.18583	Private room	80	30	0			1	358
540849	A bit of the country in London	2658721	Carin		Wandsworth	51.44321	-0.1715	Private room	57	1	13	05/05/2019	0.21	1	326
541081	Victorian Garden Flat in Tulse Hill	2624913	Rachel		Lambeth	51.44261	-0.10685	Entire home/apt	110	3	210	27/06/2019	2.5	1	281
541363	Islington child friendly appartment	2661418	Sanya		Islington	51.55237	-0.08856	Entire home/apt	110	4	12	24/07/2018	0.18	1	0
541802	The Red Room in West Kensington 	183658	Maria		Hammersmith and Fulham	51.49461	-0.20514	Private room	50	2	92	06/06/2019	1.1	3	12
542231	Spacious Double Bedroom in Clapham	2521779	Neil		Lambeth	51.46743	-0.12559	Private room	65	1	0			1	0
542646	A Luxe Modern Apartment (140+ Reviews) Great Area	949926	Tobias & Annette		Hammersmith and Fulham	51.49529	-0.22878	Entire home/apt	100	3	141	01/07/2019	1.73	17	174
542754	Great one bed flat ideal for couple	2668862	Leo		Haringey	51.58446	-0.10605	Entire home/apt	80	3	0			1	313
542797	Sunny, spacious double room in East London	1969324	Lesley		Waltham Forest	51.57219	0.00285	Private room	34	2	69	25/06/2019	0.8	2	5
543086	Fabulous Notting Hill apartment	2670127	Janine		Kensington and Chelsea	51.508	-0.19934	Entire home/apt	120	5	11	02/07/2019	0.23	1	197
543108	Luxury Kensington Studio Flat	351181	Simone		Kensington and Chelsea	51.49308	-0.19	Entire home/apt	88	25	19	28/11/2016	0.22	1	336
